index,date,year,month,day,text,multi_labels,hier_label
88831,2022-04-02 09:52:41,2022,4,2,"Газпром подаёт газ для транзита через Украину штатно, в соответствии с заявками европейских потребителей — 108,3 млн кубов на 2 апреля","['Экономика', 'Международные отношения']","['Экономика', 'Энергетика']"
127753,2023-09-11 16:24:10,2023,9,11,"Российские военные пенсионеры, подписавшие контракт для участия в СВО, помимо основных выплат будут получать компенсацию в размере 100% пенсии. Указ подписал Путин.","['Политика', 'Общество', 'Экономика']","['Политика', 'Военные действия']"
104714,2022-10-07 21:23:49,2022,10,7,"Премьер Британии поздравила Ливерпуль, в котором пройдет ""Евровидение-2023""","['Культура', 'Международные отношения']","['Культура', 'Музыка']"
148016,2024-05-15 16:49:12,2024,5,15,"Покушение на премьера Словакии Фицо. Что известно к этой минуте:

▪️Покушение произошло после выездного заседания правительства в городе Гандлова, в 190 км от Братиславы.

▪️Фицо ранен в грудь и в брюшную полость, его состояние оценивается как серьезное.

▪️Словацкого премьера вертолетом доставляют в больницу.

▪️Нападавший задержан (он на фото), о его мотивах информации пока не было.","['Происшествия', 'Политика', 'Международные отношения']","['Происшествия', 'Покушение']"
119495,2023-05-11 16:21:57,2023,5,11,"Страны Запада в прошлом году направили более 70 млрд рублей на финансирование некоммерческих организаций в России, рассказал замглавы Минюста","['Политика', 'Международные отношения', 'Общество']","['Политика', 'Внутренняя политика']"
146973,2024-05-05 21:32:17,2024,5,5,"Лавров, комментируя возможность каких-либо переговоров между Западом, Украиной и Россией, заявил, что ""пока разговаривать не с кем"", никто из западных или украинских политиков не готов к серьезному разговору, они лишь ""играют"" в пародию на переговоры в виде встречи в Швейцарии. 

«Мы всерьез открыты к переговорам на основе реалий», - заявил Лавров боснийскому ТВ, подчеркнув, что участвовать в любых мероприятиях, которые так или иначе продвигают «формулу Зеленского», РФ не будет.","['Международные отношения', 'Политика']","['Международные отношения', 'Переговоры']"
73161,2021-12-15 17:29:20,2021,12,15,"Первый замглавы МИД России Титов встретился с послами Британии, Дании, Ирландии, Исландии, Норвегии, Латвии, Литвы, Эстонии (входят в НАТО), Финляндии и Швеции - разъяснил им инициативу о гарантиях безопасности","['Международные отношения', 'Политика']","['Международные отношения', 'Дипломатия']"
124164,2023-07-18 05:15:13,2023,7,18,"Экипажи штурмовиков Су-25СМ Центрального военного округа  уничтожили огневые средства и живую силу ВСУ на краснолиманском направлении, сообщили РИА Новости в Минобороны РФ","['Политика', 'Происшествия']","['Политика', 'Военные действия']"
21504,2020-08-13 11:12:09,2020,8,13,"Крым самого доступного для санаторного отдыха региона юга России, сообщила пресс-служба минкурортов республики. Так, отдых в крымских санаториях обойдется в 3,4 тыс рублей в сутки за проживание, питание и лечение.

В первую 5-ку регионов юга России по доступности санаторного отдыха летом вошли Ростовская область (3550 руб), Краснодарский край (3560 руб), Астраханская область (3650 руб) и Волгоградская область (3700 руб).","['Экономика', 'Общество', 'Региональные новости']","['Экономика', 'Туризм']"
117445,2023-04-09 11:27:07,2023,4,9,"Ядовитое облако дыма образовалось в Гамбурге после крупного пожара на складах, сообщают СМИ. Местных жителей призывают закрыть окна и двери, отключить вентиляцию и кондиционирование.","['Происшествия', 'Общество', 'Международные отношения']","['Происшествия', 'Пожар']"
55850,2021-07-06 17:12:31,2021,7,6,"Минтруд сообщил РИА Новости, что подготовил проект о допустимой доле мигрантов в ряде отраслей на 2022 - эта доля останется на уровне 2021-го","['Общество', 'Экономика', 'Политика']","['Общество', 'Миграция']"
112190,2023-01-17 23:41:09,2023,1,17,"Митрополит Русской православной церкви впервые в истории выступил в Совбезе ООН. Основные заявления главы отдела церковных связей Антония:

▪️Основа мирного диалога подрывается на Украине попытками правительства уничтожить каноническую Украинскую православную церковь.

▪️Уголовные дела против епископов и священников УПЦ возбуждаются по надуманным причинам.

▪️Лишение гражданства епископов УПЦ является формой массовых политических репрессий.

▪️Только в 2022 году захвачено 129 храмов УПЦ.

▪️Власти Украины поставили себе целью тотальный контроль над религиозной жизнью в стране.","['Политика', 'Общество', 'Международные отношения']","['Политика', 'Религиозная политика']"
140126,2024-03-01 14:06:20,2024,3,1,"❗️Инспектор ВВС бундесвера, принимавший участие в обсуждении удара по Крымскому мосту, допустил передачу Киеву 100 ракет Taurus двумя партиями.

▪️Немецкие военные обсуждали возможность атаки именно этими ракетами при помощи истребителя Dassault Rafale, следует из расшифровки, которую опубликовала Симоньян.

▪️Представитель бундесвера заявил, что ракеты Taurus при поставке Украине будут готовы к применению через 8 месяцев.

▪️Один из участников разговора засомневался, получится ли удар по мосту эффективным, и задал вопрос, а сколько ракет на него уйдет: .

▪️Вопрос передачи ракет Taurus Киеву в Германии активно обсуждают в последнее время. Бундестаг недавно принял проект резолюции о поставке дальнобойного оружия, но без уточнения типа.

▪️При этом канцлер Шольц неоднократно заявлял, что он против таких поставок. Немецкие военные в опубликованном Симоньян документе затрагивают эту тему - один из них говорит, что ","['Политика', 'Международные отношения', 'Происшествия']","['Политика', 'Военные действия']"
148802,2024-05-24 21:20:00,2024,5,24,"США в рамках новых военных поставок передадут Киеву снаряды для систем HIMARS, артиллерии и противотанковые средства на $275 млн, заявил Блинкен.

По его словам, выделенная ранее США ""военная помощь"" Украине уже ""достигла линии фронта"", новая будет отправлена в сжатые сроки.","['Международные отношения', 'Политика', 'Экономика']","['Международные отношения', 'Военная помощь']"
122929,2023-06-28 17:16:33,2023,6,28,Специальная военная операция. Обстановка на 28 июня.,"['Политика', 'Происшествия']","['Политика', 'Военные действия']"
130649,2023-10-22 00:31:57,2023,10,22,"Армия Израиля заявила, что перехватила ракету, запущенную в сторону ее беспилотника у границы с Ливаном, нанесла удар по месту запуска. Также истребители ЦАХАЛ нанесли удары по военной инфраструктуре и аппаратуре наблюдения движения ""Хезболлах"", утверждает армия","['Международные отношения', 'Политика', 'Происшествия']","['Международные отношения', 'Военные конфликты']"
71920,2021-12-04 13:50:57,2021,12,4,"США нанесли 3 декабря удар в Сирии против высокопоставленного члена ""Аль-Каиды"" (запрещенная в РФ террористическая группировка), возможно, есть жертвы среди гражданских, сообщили СМИ со ссылкой на американских военных","['Международные отношения', 'Политика', 'Происшествия']","['Международные отношения', 'Борьба с терроризмом']"
138237,2024-02-08 02:30:29,2024,2,8,"Роль Российской академии наук в развитии государства растет, ее опыт и знания будут востребованы Советом безопасности РФ, заявил в интервью РИА Новости президент РАН Геннадий Красников.

Сегодня РАН отмечает 300-летие.","['Общество', 'Политика']","['Общество', 'Наука']"
97283,2022-07-02 03:07:47,2022,7,2,"Землетрясение магнитудой 6,0 произошло на юге Ирана. СМИ сообщают о трех погибших и 19 пострадавших","['Происшествия', 'Международные отношения']","['Происшествия', 'Стихийные бедствия']"
69652,2021-11-12 15:21:36,2021,11,12,"❗️Канцлер Австрии анонсировал национальный , решение возможно уже в воскресенье","['Политика', 'Общество', 'Международные отношения']","['Политика', 'Внутренняя политика']"
26095,2020-10-06 15:07:39,2020,10,6,"В Киргизии отключили банкоматы и изъяли из них деньги, сообщил президент банковской ассоциации","['Экономика', 'Происшествия', 'Международные отношения']","['Экономика', 'Финансы']"
50254,2021-05-20 18:44:41,2021,5,20,"В Ивановской области ушел из дома и до сих пор не вернулся полицейский. Он пропал еще 2 недели назад, следователи не исключают, что мужчина стал жертвой преступления.","['Происшествия', 'Региональные новости']","['Происшествия', 'Криминал']"
10763,2020-04-25 12:03:58,2020,4,25,Фото с места жесткой посадки вертолета Ми-26 в ЯНАО,"['Происшествия', 'Региональные новости']","['Происшествия', 'Авиакатастрофа']"
15256,2020-05-28 13:28:12,2020,5,28,Для въезда в  теперь требуется отрицательный тест на коронавирус. Ограничение введено для жителей эпиднеблагоприятных регионов.,"['Общество', 'Политика']","['Общество', 'Здравоохранение']"
50188,2021-05-20 12:10:22,2021,5,20,"Зараженных 4 974 908 (+9 232). Скончались 117 361 (+396). Выздоровели 4 591 770 (92,3% / +9 983).",['Общество'],"['Общество', 'Здравоохранение']"
3493,2020-03-12 15:42:59,2020,3,12,":

🔸текущий прогноз кабмина безнадежно устарел;

🔸рост ВВП при долларе по 72 руб и нефти по $35 будет около нуля;

🔸бюджет недосчитается 3 трлн руб и его дефицит будет чуть меньше 2% ВВП;

🔸на практике средняя цена нефти будет около $40, но особо это картину не меняет;

🔸Россия может столкнуться с ростом бедности.","['Экономика', 'Политика']","['Экономика', 'Макроэкономика']"
145934,2024-04-22 11:08:31,2024,4,22,"Генпрокуратура Германии сообщила о задержании трех немецких граждан, которых подозревают в шпионаже в пользу Китая","['Происшествия', 'Политика', 'Международные отношения']","['Происшествия', 'Криминал']"
168629,2024-12-30 08:48:35,2024,12,30,"Пророссийское николаевское сопротивление сообщило РИА Новости о зафиксированных ударах по ангару с техникой ВСУ в Полтавской области, складу дронов в Сумах, а также рядом с пунктом временной дислокации ВСУ в Днепропетровской области, там есть раненые","['Политика', 'Происшествия', 'Региональные новости']","['Политика', 'Военные действия']"
71175,2021-11-28 20:14:15,2021,11,28,"Госсекретарь Совбеза Белоруссии заявил, что в стране могут принять решение о заочных судебных процессах над оппозиционерами, которых Минску не выдают страны ЕС.

При этом, по его словам, силовой блок вынес уроки из протестов 2020 года и не допустит подобного в период конституционного референдума.","['Политика', 'Международные отношения', 'Общество']","['Политика', 'Внутренняя политика']"
24968,2020-09-25 17:34:48,2020,9,25,"Восстановить биобаланс после аварии в Норильске будет стоить порядка , сообщило Росрыболовство.

Нужно построить три предприятия, развести там ценные породы рыбы и выпустить в реки и озера 9 тысяч тонн мальков","['Происшествия', 'Экономика', 'Общество']","['Происшествия', 'Экологические происшествия']"
77466,2022-01-23 11:56:50,2022,1,23,Выявленные за сутки заражения по регионам,"['Общество', 'Региональные новости']","['Общество', 'Здравоохранение']"
99540,2022-08-02 19:39:56,2022,8,2,"Российских военных на передовой в Запорожской области наградили орденами и медалями, в том числе орденами Мужества, передаёт корреспондент РИА Новости","['Политика', 'Общество', 'Региональные новости']","['Политика', 'Военные действия']"
26331,2020-10-08 02:34:01,2020,10,8,❗️Остающиеся в Афганистане войска США должны вернуться домой до Рождества - Трамп,"['Политика', 'Международные отношения']","['Политика', 'Внешняя политика']"
80549,2022-02-17 15:30:34,2022,2,17,Кировская область с 21 февраля отменяет систему QR-кодов,"['Общество', 'Политика', 'Региональные новости']","['Общество', 'Здравоохранение']"
25541,2020-10-01 13:57:01,2020,10,1,Путин обсудил Карабах с совбезом,"['Политика', 'Международные отношения']","['Политика', 'Внешняя политика']"
36292,2021-01-13 10:44:07,2021,1,13,"S7 с начала марта откроет чартерные рейсы из Москвы в итальянские Бари, Ольбию и Пизу","['Экономика', 'Региональные новости', 'Международные отношения']","['Экономика', 'Транспорт']"
84176,2022-03-02 19:39:25,2022,3,2,"Минобороны России: российские вооруженные силы взяли под контроль населенные пункты Попово, Новгоровка, Новомихайловка, Любимовка","['Политика', 'Происшествия']","['Политика', 'Военные действия']"
10039,2020-04-21 12:36:35,2020,4,21,"Коронавирус нашли у главного эпидемиолога ульяновского минздрава, сообщили РИА Новости в ведомстве","['Общество', 'Региональные новости']","['Общество', 'Здравоохранение']"
86789,2022-03-17 05:48:59,2022,3,17,"Болсонару во время визита в Москву в феврале попросил Путина о помощи в проекте создания атомной подводной лодки, пишут бразильские СМИ","['Международные отношения', 'Политика', 'Технологии']","['Международные отношения', 'Военно-техническое сотрудничество']"
1970,2020-02-17 01:58:00,2020,2,17,"Число  за сутки (1 016 человек)число погибших (100 человек).

Для сравнения, неделю назад на 91 погибшего приходились только 356 излечившихся.",['Общество'],"['Общество', 'Здравоохранение']"
112153,2023-01-17 12:43:48,2023,1,17,"Кличко после встречи с вице-канцлером Германии в Давосе заявил, что ""положительные решения"" о передаче вооружения Украине приняты","['Международные отношения', 'Политика']","['Международные отношения', 'Военная помощь']"
114253,2023-02-16 22:29:43,2023,2,16,"Глава YouTube Сьюзан Войчицки объявила, что покидает свой пост спустя 9 лет","['Технологии', 'Экономика']","['Технологии', 'Интернет']"
91427,2022-04-27 09:07:59,2022,4,27,"⚡️Газпром сообщил, что полностью приостановил поставки газа болгарской компании ""Булгаргаз"" и польской PGNiG в связи с неоплатой в рублях","['Экономика', 'Международные отношения', 'Политика']","['Экономика', 'Энергетика']"
129369,2023-10-04 17:00:29,2023,10,4,"Россиянин Даниил Медведев не смог завоевать титул на турнире в Пекине: в финале он проиграл итальянцу Яннику Синнеру - 6:7 (2:7), 6:7 (2:7).

Это была 7-я встреча соперников, предыдущие шесть выиграл Медведев.

Завоеванный титул стал для Синнера 3-м в этом сезоне и 9-м в карьере.","['Спорт', 'Международные отношения']","['Спорт', 'Теннис']"
100464,2022-08-16 05:01:18,2022,8,16,"Наиболее сильный спад экономики Россию ждет в конце этого – начале следующего года, а восстановление начнется летом 2023-го, заявил РИА Новости глава Аналитического кредитного рейтингового агентства Михаил Сухов",['Экономика'],"['Экономика', 'Макроэкономика']"
125231,2023-08-02 09:36:48,2023,8,2,"Байден намерен обратиться к конгрессу с просьбой профинансировать вооружение для Тайваня в рамках дополнительного бюджета для Украины, пишет Financial Times.

Запрос Белого дома направлен на ускорение поставок оружия Тайваню на фоне якобы растущей угрозы со стороны Пекина, отмечает издание.","['Политика', 'Международные отношения', 'Экономика']","['Политика', 'Внешняя политика']"
127658,2023-09-10 16:21:11,2023,9,10,"Министр просвещения Кравцов проголосовал на выборах, а на избирательный участок приехал на велосипеде с сыном","['Политика', 'Общество']","['Политика', 'Выборы']"
96369,2022-06-21 02:53:45,2022,6,21,"Нобелевская медаль главреда ""Новой газеты"" Дмитрия Муратова продана на аукционе в США за при стартовой цене в 550 тысяч","['Общество', 'Культура', 'Международные отношения']","['Общество', 'Награды']"
16584,2020-06-08 09:29:30,2020,6,8,"Китай в мае импортировал - 47,97 млн тонн (+15% к апрелю), показала таможенная статистика","['Экономика', 'Международные отношения']","['Экономика', 'Внешняя торговля']"
81154,2022-02-20 20:22:39,2022,2,20,МЧС: власти Ростовской области готовы принять эвакуированных из ДНР и ЛНР детей на обучение,"['Общество', 'Региональные новости', 'Политика']","['Общество', 'Социальная помощь']"
72408,2021-12-08 17:40:55,2021,12,8,"Десятая партия матча за звание чемпиона мира по шахматам между 🇷🇺 Яном Непомнящим и 🇳🇴 Магнусом Карлсеном завершилась вничью.

Общий счет - 6,5-3,5 в пользу норвежца, действующего чемпиона мира. 11-я партия пройдет в пятницу.","['Спорт', 'Международные отношения']","['Спорт', 'Шахматы']"
15635,2020-06-01 10:35:21,2020,6,1,Коронавирус. Динамика по России,['Общество'],"['Общество', 'Здравоохранение']"
87083,2022-03-18 19:20:46,2022,3,18,"Лукашенко заявил, что у него , надеется, что ситуация не потребует этого","['Политика', 'Международные отношения']","['Политика', 'Внешняя политика']"
137716,2024-01-31 20:57:38,2024,1,31,"Действия США и Британии в Красном море напоминают о ""худших временах"" незаконных натовских бомбардировок Югославии, Афганистана и Сирии, заявил Небензя. Атаки США и Вашингтона в отношении Йемена представляют прямую угрозу международному миру, добавил он.","['Международные отношения', 'Политика']","['Международные отношения', 'Военные конфликты']"
29961,2020-11-09 18:15:16,2020,11,9,"Зеленский заявил, что заболел COVID-19, чувствует себя хорошо","['Общество', 'Политика']","['Общество', 'Здравоохранение']"
75190,2022-01-06 00:23:37,2022,1,6,Нур-Султан. На улицах дежурят полиция и нацгвардейцы.,"['Происшествия', 'Политика', 'Международные отношения']","['Происшествия', 'Беспорядки']"
156451,2024-08-23 17:52:31,2024,8,23,"Сын министра обороны России Павел Белоусов попал под новые санкции США, сообщил американский минфин","['Политика', 'Международные отношения', 'Экономика']","['Политика', 'Санкции']"
39098,2021-02-09 09:52:37,2021,2,9,В Приморском океанариуме родился первый северный морской котик. Малыш Марио уже начал самостоятельную жизнь и проявляет интерес к водопроводным трубам.,"['Общество', 'Региональные новости']","['Общество', 'Животные']"
72638,2021-12-10 12:30:21,2021,12,10,Назарбаев считает возможным пригласить Азербайджан в ЕАЭС в качестве государства-наблюдателя,"['Политика', 'Международные отношения', 'Экономика']","['Политика', 'Интеграция']"
121938,2023-06-16 17:31:04,2023,6,16,"⚡️США вместо контактов с Россией выбрали поставку техники Украине, , заявил Путин","['Политика', 'Международные отношения']","['Политика', 'Внешняя политика']"
127982,2023-09-13 21:04:26,2023,9,13,"США не видят возможности завершения конфликта на Украине в настоящее время на устраивающих Вашингтон условиях, заявил Белый дом","['Политика', 'Международные отношения']","['Политика', 'Внешняя политика']"
18562,2020-07-01 10:00:25,2020,7,1," за неделю снизился на 3,8 пункта - до 73,9 пункта.

Cредний чек вырос только по антисептикам (+7% до 551 руб). По остальным товарам набора снизился: на маски (-11,6% до 107 руб), лимоны (-8,5% до 54 руб), перчатки (-6% до 94 руб), кусковое мыло (-4,3% до 67 руб), туалетную бумагу (-1,8% до 54 руб) и гречку (-1,2% до 80 руб).

При этом продажи всех этих товаров на прошлой неделе упали, особенно масок (-34%) и перчаток (-27%). 

Covindex еженедельно подсчитывают РИА Новости и крупнейший оператор фискальных данных ""Платформа ОФД"".","['Экономика', 'Общество']","['Экономика', 'Потребительский рынок']"
86929,2022-03-17 23:48:48,2022,3,17,"Россия запросит в пятницу экстренное заседание Совбеза ООН по биолабораториям США на Украине, сообщил Небензя","['Международные отношения', 'Политика']","['Международные отношения', 'ООН']"
131984,2023-11-08 19:58:18,2023,11,8,"Почти 60% опухолей выявляются в РФ на первой-второй стадиях, когда прогноз лечения максимально благоприятный, сообщил Мурашко.

По данным министра, смертность населения РФ от онкологических новообразований снизилась за последние 4 года на 5,6%.",['Общество'],"['Общество', 'Здравоохранение']"
18718,2020-07-02 08:45:36,2020,7,2, – избирком региона после обработки 100% протоколов,"['Политика', 'Региональные новости']","['Политика', 'Выборы']"
26661,2020-10-10 06:54:40,2020,10,10," (данные университета Хопкинса)

Скончались человек / заразились 1. 🇺🇸 США 213 739 / 7 663 033
2. 🇧🇷 Бразилия 149 639 / 5 055 888
3. Индия 106 490 / 6 906 151
4. 🇲🇽 Мексика 83 497 / 810 020
5. Британия 42 769 / 578 390
6. 🇮🇹 Италия 36 111 / 343 770
7. 🇵🇪 Перу 33 098 / 838 614
8. 🇪🇸 Испания 32 929 / 861 112
9. 🇫🇷 Франция 32 601 / 732 434
10. 🇮🇷 Иран 28 098 / 492 378
11. 🇨🇴 Колумбия 27 495 / 894 300
12. 🇦🇷 Аргентина 23 225 / 871 468
13. Россия 22 137 / 1 265 572","['Общество', 'Международные отношения']","['Общество', 'Здравоохранение']"
149921,2024-06-07 15:39:16,2024,6,7,"❗️Пенсии работающих пенсионеров с 2025 года будут проиндексированы, ресурсы есть, заявил Путин","['Экономика', 'Общество', 'Политика']","['Экономика', 'Социальная политика']"
71302,2021-11-29 20:26:48,2021,11,29,"Байден заявил, что вариант с локдауном в США в свете распространения штамма «омикрон» COVID-19 пока не рассматривается","['Политика', 'Общество', 'Международные отношения']","['Политика', 'Внутренняя политика']"
109151,2022-11-29 17:41:57,2022,11,29,Во Львовской области запрещена деятельность канонической Украинской православной церкви,"['Политика', 'Общество', 'Региональные новости']","['Политика', 'Религиозная политика']"
12162,2020-05-07 16:39:09,2020,5,7,"Годовые оценки школьникам выставят до 15 мая. С 18 по 31 мая ученики 1-8-х и 10-х классов могут учиться в режиме свободного посещения. Домашних заданий и оценок не будет.

Учащиеся 9-х и 11-х классов продолжат дистанционную учебу до 31 мая. Малые дежурные группы в начальной школе тоже.

О формате и сроках экзаменов будет объявлено дополнительно после решения Минпросвещения.",['Общество'],"['Общество', 'Образование']"
30035,2020-11-10 03:40:03,2020,11,10,"Протестующие против заявления по Карабаху, ворвались в здание парламента Армении, передает корреспондент РИА Новости","['Политика', 'Происшествия', 'Международные отношения']","['Политика', 'Внутренняя политика']"
147601,2024-05-12 07:25:25,2024,5,12,"В Белгороде и Белгородском районе запущена сирена ракетной опасности, сообщил губернатор","['Происшествия', 'Политика', 'Региональные новости']","['Происшествия', 'Обстрелы']"
44468,2021-03-29 16:45:42,2021,3,29,"Президент Санду заявила, что соблюдены все законные условия для - и она сегодня обратится в конституционный суд, чтобы он это подтвердил","['Политика', 'Международные отношения']","['Политика', 'Внутренняя политика']"
12844,2020-05-12 16:22:20,2020,5,12,Роспотребнадзор будет следить за снятием ограничений в регионах,"['Общество', 'Политика', 'Региональные новости']","['Общество', 'Здравоохранение']"
74604,2021-12-29 11:52:07,2021,12,29,"В новогоднюю ночь в Москве будет облачно, небольшой снег и до -5, а в преддверии Рождества до -15, рассказали РИА Новости в столичном метеобюро","['Общество', 'Региональные новости']","['Общество', 'Погода']"
139041,2024-02-17 12:43:15,2024,2,17,"Столтенберг признал, что у НАТО есть проблемы с военными запасами, но утверждает, что альянс сильнее РФ","['Международные отношения', 'Политика']","['Международные отношения', 'НАТО']"
119509,2023-05-11 22:07:57,2023,5,11,"Отряды ""Вагнера"" продвинулись в Артемовске еще на 220 м, сообщил Пригожин","['Политика', 'Происшествия']","['Политика', 'Военные действия']"
58523,2021-07-29 09:44:55,2021,7,29,"Место мощнейшего землетрясения у побережья Аляски. Толчки такого масштаба (магнитуда 8,2) происходят раз в несколько месяцев.","['Происшествия', 'Международные отношения']","['Происшествия', 'Стихийные бедствия']"
123009,2023-06-30 03:01:01,2023,6,30,"Российские военные получают созданную для спецоперации форму: всесезонные комплекты полевой формы нового образца. Кадры с ее раздачей прямо на передовых позициях публикует Минобороны.

Новые комплекты выполнены из современных комбинированных материалов – они защищают уязвимые части тела, в частности суставы, и не дают военнослужащему замерзнуть или вспотеть. Набор состоит из куртки, брюк и боевой рубахи, а также ветро- и влагозащитного костюма.

Также бойцы получили новые ботинки - поверхность у них из нубука, по бокам - сетка, за счет мембраны ноги в этой обуви не потеют.","['Политика', 'Общество']","['Политика', 'Военные действия']"
12357,2020-05-08 18:55:10,2020,5,8,"Сбербанк сообщил, что уже прорабатывает несколько вариантов финансирования компании, в том числе выдачу кредитов в рамках госпрограммы поддержки бизнеса.

Полпред Цуканов попросил правительство не сокращать лимит финансирования ""Уральских авиалиний"". В свою очередь Минтранс сообщил, что тревожных тенденций по компании нет, тем более предпосылок банкротства, и что главу компании проконсультировали по документам для получения субсидий.","['Экономика', 'Политика']","['Экономика', 'Финансы']"
102948,2022-09-19 16:53:05,2022,9,19,⚡️Общественная палата ЛНР обратилась к главе республики с инициативой  о признании ее субъектом Российской Федерации,"['Политика', 'Региональные новости']","['Политика', 'Территориальное устройство']"
135547,2023-12-28 09:29:12,2023,12,28,"СМИ и чат-боты - как жить дальше: на Западе активно обсуждают историю вокруг New York Times, которая подала в суд на Microsoft и разработчика ChatGPT:

 Компании, занимающиеся разработкой искусственного интеллекта, собирают доступную в сети информацию, включая опубликованные в СМИ статьи, для обучения чат-ботов с генеративным ИИ.

 NYT стала первой крупной американской медиакомпанией, которая подала в суд на OpenAI и Microsoft из-за их чат-ботов с использованием ИИ. Этот шаг предпринят из-за беспокойства о том, что публикации могли быть использованы без разрешения.

 Новостные издания опасаются, что инструменты ИИ будут распространять дезинформацию, приписывая ее авторство СМИ и используя их контент так, что у читателей не будет стимула обращаться к первоисточнику.","['Технологии', 'Общество', 'Экономика']","['Технологии', 'Искусственный интеллект']"
28597,2020-10-27 22:09:23,2020,10,27,❗️Путин и Эрдоган по телефону обсудили развитие событий в зоне нагорно-карабахского конфликта - Кремль,"['Международные отношения', 'Политика']","['Международные отношения', 'Переговоры']"
12978,2020-05-13 13:10:57,2020,5,13,⚡️ЕГЭ-2020 решено перенести - Минпросвещения,"['Общество', 'Политика']","['Общество', 'Образование']"
95103,2022-06-06 17:32:15,2022,6,6,"США ввели санкции против президента Федерации Боснии и Герцеговины (мусульмано-хорватская часть Боснии и Герцеговины) Чавары.

Год назад Байден подписал указ, позволяющий блокировать собственность и вводить визовые ограничения против граждан западнобалканских государств, которых американские власти заподозрят в ""дестабилизации"" региона.","['Международные отношения', 'Политика', 'Экономика']","['Международные отношения', 'Санкции']"
54442,2021-06-25 06:46:55,2021,6,25,"Коронавирус на утро (данные университета Хопкинса)

Скончались человека / заразились.

1. 🇺🇸 США 603 178 / 33 590 429
2. 🇧🇷 Бразилия 509 141 / 18 243 483
3. Индия 391 981 / 30 082 778
4. 🇲🇽 Мексика 232 068 / 2 493 087
5. 🇵🇪 Перу 191 073 / 2 036 449
6. Россия 129 278 / 5 325 940
7. 🇬🇧 Британия 128 312 / 4 700 691
8. 🇮🇹 Италия 127 362 / 4 255 700
9. 🇫🇷 Франция 111 068 / 5 826 135
10. 🇨🇴 Колумбия 102 636 / 4 060 013","['Общество', 'Международные отношения']","['Общество', 'Здравоохранение']"
120402,2023-05-26 19:22:36,2023,5,26,"В Мелитополе пропали интернет и ТВ-сигнал, передает корреспондент РИА Новости","['Происшествия', 'Региональные новости', 'Технологии']","['Происшествия', 'Инциденты']"
57216,2021-07-16 14:23:39,2021,7,16,"Роспотребнадзор разработал рекомендации по выборам, среди них вакцинация 100% членов избиркомов и наблюдателей","['Политика', 'Общество']","['Политика', 'Выборы']"
54606,2021-06-26 16:26:56,2021,6,26,"Обязательная вакцинация групп риска от COVID-19 вводится и в Брянской области, сообщили власти","['Общество', 'Политика', 'Региональные новости']","['Общество', 'Здравоохранение']"
